scientificName,records,scientificNameID
Planorotalites chapmani,150,
"Andropadus virens virens Cassin, 1857",149,
Brizalina pusilla,149,
Lysianassa ceratina,149,
Achomosphaera andalousiensis,148,
"Cinnyricinclus leucogaster verreauxi (Bocage, 1870)",148,
"Mabuya maculilabris (Gray, 1845)",148,
"Pyutnistu spinorog [Soviet Fishery Data, 1998]",148,
Tripos (Tripoceratium) macroceros,148,http://www.marinespecies.org/aphia.php?p=taxdetails&id=841260
Conchoecia pusilla s.s.,147,
Globorotalia hirsuta sinistralis,147,
Ceratium pulchellum form. dalm,146,
Coscinodiscus centralis,146,http://gni.globalnames.org/?search_term=id:2147925
"Felis silvestris Schreber, 1775",146,
Globoquadrina pachyderma dextralis,146,
Globorotalia acostaensis humerosa,146,
Nodosariaceae,146,
Oecetis ochracea,146,
Planorotalites compressus,146,
Chaetoceros rostratum,145,
"Crossarchus alexandri Thomas & Wroughton, 1907",145,
"Dendrocopos major pinetorum (Brehm, 1831)",145,
Eteone longa flava,145,
Neogloboquadrina asanoi,145,
"Phrynobatrachus cryptotis Schmidt & Inger, 1959",145,
Praeglobobulimina auriculata,145,
Subbotina inaequispira,145,
Thalssionema bacillaris,145,
Chrysopatellidae sp1,144,
Class%20polychaeta,144,
"Cuculus canorus canorus Linnaeus, 1758",144,
Globigerinita uvula uvula,144,
Rhizosolenia hebetata ver. semispina,144,
Globorotalia fimbriata,143,
Holothuria leaucospilota,143,
Meiourogonyaulax maculatum,143,
Panuliris femoristriga,143,
Scyphospheres,143,
Thelenota ananus,143,
pearlshell,143,
Agglutinant spp.,142,
Buellia frigida,142,
Catapsydrax dissimilis ciperoensis,142,
Globigerinoides sacculifer trilobus,142,
Meroplancton,142,
Stelleroidea: Asteroidea,142,
Subbotina eocaenica,142,
archea,142,
Caenis horaria,141,
Dissimulidinium lobispinosum,141,
Globigerina angiporoides angiporoides,141,
Leptodinium eumorphum,141,
Odyssella,141,
Oolithus fragilis,141,
Rickettsiaceae,141,
Subbotina varianta,141,
Cryptomenia undulata,140,
Distromium flabellata,140,
Erythrops erythrophtalma,140,
Euchirella rostramagna,140,http://www.marinespecies.org/aphia.php?p=taxdetails&id=342468
Sargassum phyllotrychia,140,
Chaetoceros subsecundum,139,
"Corvus frugilegus frugilegus Linnaeus, 1758",139,
Dingodinium cerviculum,139,
Echiuridea,139,
Globorotalia acostaensis acostaensis,139,
Loandalia tricuis,139,
Grania spp,138,
"Lophuromys sikapusi (Temminck, 1853)",138,
Heterolepa rugosa,137,
Chaetoceros (Phaeoceros) criophilus,136,http://www.marinespecies.org/aphia.php?p=taxdetails&id=465389
"Corvus monedula spermologus Vieillot, 1817",136,
Eupanthalopsis beibuwausis,136,
Globoquadrina binaiensis,136,
Gymangium sp.,136,
Gyrineum gyrinum gyrinum,136,
Pithonella sphaerica,136,
Prevotellaceae,136,
Pullenia zaandamae,136,
Apseudes talpa,135,
"Gallinula chloropus chloropus (Linnaeus, 1758)",135,
Order Harpacticoida,135,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1102
Peridictyocysta mirabilis,135,
Thenus maculata,135,
Alathyria pertexta pertexta,134,
Nassarius castus,134,
APPENDICULARIA,133,
Ascidiella,133,
Austromytilus rostratus,133,
Bolivina foraminata,133,
Chaetoceros polygonum,133,
Dicrotendipes,133,urn:lsid:itis.gov: itis_tsn:129428
Globigerinoides ruber ruber white,133,
Gracilechinus_multidentatus,133,
Ophlitaspongia papilla,133,
"Poecile palustris palustris (Linnaeus, 1758)",133,
Leptochelia dubia,132,92029
"Piliocolobus pennanti (Waterhouse, 1838)",132,
Corycaeus sewelli,131,
Globigerinella siphonifera involuta,131,
Globoquadrina humerosa,131,
Neogloboquadrina nympha,131,
Oyster,131,
Ammodiscus tenuissimus,130,
Arbacia_dufresnii,130,
Globorotalia hexagonus,130,
Liths sp.,130,
"Myonycteris torquata leptodon Andersen, 1908",130,
"Phoenicurus ochruros gibraltariensis (J.F. Gmelin, 1789)",130,
Anammoxoglobus propionicus,129,
Candidatus Brocadia fulgida,129,
Guembelitria trifolia,129,
Kuenenia stuttgartiensis,129,
Corallina,128,urn:lsid:algaebase.org:taxname:8592
"Fulica atra atra Linnaeus, 1758",128,
Globigerinelloides multispinatus,128,
Rhynchocidaris_triplopora,128,
Stelleroidea: Ophiuroidea,128,
Triconia minuta,128,
Pandion cristatus,127,
Siphonophore nectophore,127,
sp.,127,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1371
Anas_acuta,126,
Anas_crecca,126,
"Andropadus nigriceps kikuyuensis (Sharpe, 1891)",126,
Anser_fabalis,126,
Austrocidaris_canaliculata,126,
Bucephala_clangula,126,
Calidris_alba,126,
Calidris_canutus,126,
Calidris_pusilla,126,
Charadrius_melodus,126,
Coregonus_lavaretus,126,
"Crocidura olivieri Lesson, 1827",126,
Cygnus_columbianus,126,
Eremophila_alpestris,126,
Gavia_adamsii,126,
Globoquadrina rohri,126,
Globorotalia fohsi peripheroronda,126,
Grus_canadensis,126,
Lagopus_muta,126,
Mergus_merganser,126,
Microtus_oeconomus,126,
Myodes_rutilus,126,
Oithona attenuata f.latithoracia,126,
Ovibos_moschatus,126,
Phalacrocorax_carbo,126,
Philomachus_pugnax,126,
Pluvialis_dominica,126,
Pluvialis_fulva,126,
Prosopium_cylindraceum,126,
Rana_temporaria,126,
Salmo_trutta,126,
Tetrao_tetrix,126,
Thymallus_arcticus,126,
Tringa_erythropus,126,
Umbellula,126,
Ursus_arctos,126,
Broinsonia signata,125,
Dinoflagellate cyst indeterminata,125,
Globigerina nepenthes nepenthes,125,
"Mabuya striata (Peters, 1844)",125,
Ovibos moschatus,125,urn:lsid:itis.gov:itis_tsn:180708
Salicornia,125,
Sphaenopus sp. 1,125,
Vozzhennikovia apertura,125,
"Chamaeleo (Trioceros) ellioti Günther, 1895",124,
Chasmocarcinus mississippiensis,124,
Globorotalia spinuloinflata,124,
"Periparus ater ater  (Linnaeus, 1758)",124,
Semele nuculoides,124,
Unknown spp,124,
**non-current code** ??,123,
Acarospora macrocyclos,123,
"Certhia brachydactyla brachydactyla  Brehm, CL, 1820",123,
Order amphipoda,123,
"Regulus regulus regulus (Linnaeus, 1758)",123,
Subbotina praeturritilina,123,
Xenophora exutus,123,
Hanzawaia cushmani,122,
Turris leucotropis,122,
Unidentified - 9304,122,urn:lsid:marinespecies.org:taxname:
Cibicidoides trinitatensis,121,
Dapsilidinium pastielsii,121,
Globigerinoides ruber elongatus,121,
Pleurobranchaea novaeguineae,121,
Callianassa spec,120,
"Cinnyris chloropygius orphogaster  Reichenow, 1899",120,
"Lophophanes cristatus mitratus (Brehm, CL, 1831)",120,
Micropsitta pusio,120,
Alectrion variciferus,119,
Circulodinium distinctum,119,
"Meriones persicus (Blanford, 1875)",119,
Ophiothrix sp.,119,
"Sergia near prehensilis [CAAB V1, 2008]",119,
Unidentified - 8623,119,urn:lsid:marinespecies.org:taxname:
Ceramium secundatum,118,
Chaetoceros tortissimum,118,
Fish larvae,118,http://www.marinespecies.org/aphia.php?p=taxdetails&id=11676
Gyroidinoides laevigatus,118,
Pseudoemiliania spp.,118,
Tenuitella minutissima,118,
Conchoecia discoveryi,117,
Ctenocidaris_perrieri,117,
Ichthyaetus audouinii,117,
Conchoecia inflata,116,
Gorgonian 7,116,
Psolidium charcoti,116,
Vanellus tricolor,116,
Ceratium gravidum var. elongatum,115,
Ceratium tripos var. pulchellum,115,
"Coronella austriaca austriaca Laurenti, 1768",115,
Hemialus hauckii,115,
Holothurians,115,
Pherusa,115,
Pixidinopsis reticulata,115,
Plumocolumella bidens,115,
Pyrgoella sphaerica,115,
Amussiidae,114,
Chlamys senatoria senatoria,114,
"Erinaceus europaeus europaeus Linnaeus, 1758",114,
MARINE INVERTEBRATA (NS),114,urn:lsid:marinespecies.org:taxname:
Pisania tincta,114,
Pseudechinus_novaezealandiae,114,
"Sorex araneus araneus Linnaeus, 1758",114,
Sphaeroidinella paenedehiscens,114,
Sulcoperculina vermunti,114,
Themisto%20sp.,114,
Apogon hartzledi,113,
Batiacasphaera hirsuta,113,
Bellerochea horologicales,113,
Brissopsis_oldhami,113,
Bryozoan 1,113,
"Eliomys quercinus (Linnaeus, 1766)",113,
Emiliania/Gephyrocapsa,113,
Globigerina gortanii,113,
Hemialus membranaceus,113,
Leptocylindricus mediterraneus/minimus,113,
Nagara cristata,113,
"Okunj with green stripes [Soviet Fishery Data, 1998]",113,
Orthomorphina rohri,113,
Prorocentrum concarvum,113,
Prorocentrum rhyathymum,113,
Retiflustia cornea,113,
Scapholithus fossilis,113,
Unidentified centric diatom,113,
Unidentified flagellates,113,
Unidentified pennate diatom,113,
Unidentified raphidophyte,113,
Chlamys islandica islandica,112,
Emarginula rosea conica,112,
Ophtalium acutimarge,112,
Order Tintinnida - undifferentiated,112,
Alopecosa hirtipes,111,
"Coccothraustes coccothraustes coccothraustes  (Linnaeus, 1758)",111,
Endochironomus albipennis,111,
Globigerina nepenthes picassiana,111,
Globigerina pachyderma dextralis,111,
Globorotalia clemenciae,111,
Labyrinthodinium truncatum,111,
Lumbricalus januarii,111,
"Ploceus cucullatus bohndorffi Reichenow, 1887",111,
Polycheata,111,
Praeorbulina transitoria,111,
Ulva fasciata,111,urn:lsid:algaebase.org:taxname:100000
Candelaria murrayi,110,
Chroicocephalus bulleri,110,ITIS:TSN:824034
Globigerinita pera,110,
Mertensia  sp.,110,
Neogloboquadrina incompta dextralis,110,
Sagitta tumida,110,
Carpodacus erythrinus,109,
Cibicidoides voltziana,109,
Class Chondrichthyes - undifferentiated,109,
"Phylloscopus sibilatrix (Bechstein, 1793)",109,
Unidentified - 8613,109,urn:lsid:marinespecies.org:taxname:
Asparogopsis sp.,108,
Ceratium carriensen var. volans,108,
Elphidium excavatum clavata,108,
Gyroidinoides depressus,108,
HARPACTES,108,
Heterococcolithophorid sp.,108,
"Myotis myotis myotis (Borkhausen, 1797)",108,
Pecten ziczac,108,
"Ploceus nigricollis nigricollis (Vieillot, 1805)",108,
Sagartia troglodytes,108,
Scriniodinium attadalense,108,
Spinidinium macmurdoense,108,
Amphipneustes_lorioli,107,
Chaetoceros didymum var. protuberans,107,
Dentoglobigerina altispira altispira,107,
Globigerinoides seigeli,107,
Jassa falcata,107,94171|http://www.marinespecies.org/aphia.php?p=taxdetails&id=102431
Mecynocera spp.,107,http://www.marinespecies.org/aphia.php?p=taxdetails&id=104184
"Picus viridis viridis Linnaeus, 1758",107,
"Ploceus cucullatus abyssinicus (J.F. Gmelin, 1789)",107,
Syntrophobacter,107,
Alectrion succinctus,106,
Bolliella calida,106,
"Capreolus capreolus (Linnaeus, 1758)",106,
Globigerina cryptomphala,106,
Neogloboquadrina dutertrei pseudopima,106,
Phylum%20ctenophora,106,
Sipuncula spec,106,
Amphipod j,105,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1135
"Ardea cinerea cinerea Linnaeus, 1758",105,
Ascidian: Tunicates,105,
Bryozoan 8,105,
Conchoecia macroprocera,105,
"Delichon urbicum urbicum (Linnaeus, 1758)",105,
Globocassidulina molluscensis,105,
Ogmocidaris_benhami,105,
Pascachlamys coruscans coruscans,105,
Red Algae: Rhodophyta,105,
Conchoecia microprocera,104,
"Herpetocypris brevicaudata Kaufmann, 1900",104,
Lecania brialmontii,104,
"Melanitta nigra nigra (Linnaeus, 1758)",104,
"Poecile montanus rhenanus (Kleinschmidt, O, 1900)",104,
"Riparia riparia riparia (Linnaeus, 1758)",104,
"Tachybaptus ruficollis ruficollis (Pallas, 1764)",104,
"unknown/other (no information) [miscellaneous, 2001]",104,
Anoplodactylus pygmaeus,103,
Chironomus anthracinus,103,
Eggerella scabra australis,103,
"Euplectes hordaceus (Linnaeus, 1758)",103,
FILIFERA,103,
Globoquadrina dehiscens advena,103,
Kelp sp.,103,
"Lanius excubitor excubitor Linnaeus, 1758",103,
"Motacilla cinerea cinerea Tunstall, 1771",103,
"Sitta europaea caesia  Wolf, 1810",103,
Udotea glutinata,103,
Anomalinoides howelli,102,
"Calidris alpina alpina (Linnaeus, 1758)",102,
Ensis directus,102,
Fromea cylindrica,102,
Globigerina pseudobesa,102,
"Martes martes (Linnaeus, 1758)",102,
Morozovella inconstans,102,
Pectinaria Lagis koreni,102,
Unidentified - 4209,102,urn:lsid:marinespecies.org:taxname:
"Acrocephalus arundinaceus arundinaceus (Linnaeus, 1758)",101,
Calycopsis borchgrewinki,101,http://www.marinespecies.org/aphia.php?p=taxdetails&id=174227
"Cyanomitra verticalis viridisplendens (Reichenow, 1892)",101,
"Lavia frons (Geoffroy Saint-Hilaire, 1810)",101,
prÃ©ciser dans les notes,101,
Cocconeis placentula var. placentula,100,
Dermechinus_horridus,100,
Erosaria flaveola,100,
"Loxia curvirostra curvirostra Linnaeus, 1758",100,
Octodinium askiniae,100,
"Oenanthe oenanthe oenanthe (Linnaeus, 1758)",100,
Peptoniphilus,100,
Strepsichordia,100,
"Tchagra senegalus armenus (Oberholser, 1906)",100,
"Vipera berus berus (Linnaeus, 1758)",100,
Abditodendrix pseudothalmanni,99,
Buellia papillata,99,
Gyroidina multilocula,99,
"Malimbus malimbicus crassirostris E.J.O. Hartert, 1919",99,
"Oriolus brachyrynchus laetior  Sharpe, 1897",99,
"Passer hispaniolensis hispaniolensis (Temminck, 1820)",99,
Pectinaria,99,
Phylum rotifera,99,
Amathia,98,
Astronion guadelupae,98,
Class%20hydrozoa,98,
Donacia,98,
Laminaria agardhii vittata,98,
Leucon,98,
Metaphoxus fultoni,98,
"Pelomys fallax (Peters, 1852)",98,
Bryozoan,97,
Carteria,97,
Globorotalia cultrata limbata,97,
Karreriella conversa,97,
"Natrix natrix helvetica (de la Ville Lacépède, 1789)",97,
Pogonius cromis,97,ITIS:TSN:169288
Unidentified - 4342,97,urn:lsid:marinespecies.org:taxname:
"""nauplius""",96,
Globorotalia subscitula,96,
Holococcolithophorid sp.,96,
Liesbergia sp.,96,
MBGA,96,
Sphaerosyllis taylori hystrix,96,
Tubastrea coccinea,96,
Bourkidinium spp.,95,
"Cinclus cinclus aquaticus  Bechstein, 1796",95,
Diplasterias,95,172529
Eocyzicus argillaquus,95,
Geminilithella rotula,95,
"Genetta angolensis Bocage, 1882",95,
Laqueus californianus,95,
"Podarcis muralis muralis (Laurenti, 1768)",95,
Umbilicosphaera irregularis,95,
Globigerinids sp.,94,
Globorotalia menardii menardii,94,
Gyroidina regularis,94,
"Microtus agrestis bailloni de Selys-Longchamps, 1841",94,
Parthenope fraterculis,94,
Pulleniatina dextralis,94,
Scenedesmus quadricauda,94,
Sigmoilinita asperula,94,
Trochammina heronalleni,94,
Turborotalia opima nana,94,
sharks - other,94,
**non-current code** Systellaspis debilis,93,
"Carcharhinus dorsalis (unverified) [Soviet Fishery Data, 1998]",93,
Clathria  thalysias  abietina,93,
Clathria  thalysias  erecta,93,
Clathria  thalysias  ramosa,93,
Clathria  thalysias  vulpina,93,
"Colius striatus kiwuensis Reichenow, 1908",93,
Damira nt0223,93,
Echinodyctium mesenterinum,93,
Gelliodes   dysidea nt0321 nt0086,93,
Halichondria  halichondria  carotenoidea,93,
Haliclona  halichoclona  nt0147,93,
Haliclona  halichoclona  nt0148,93,
Haliclona  haliclona  nt0149,93,
Haliclona  haliclona  nt0150,93,
Join count,93,
Navicula - shaped,93,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149142
New genus a  nt0061,93,
Nymphon gracile,93,
Phylum chaetognatha,93,
Pseudocuma similis,93,
Similamusium pauciliratum,93,
Sphenolithus moriformis,93,
Tenuitellinata uvula,93,
Unidentified,93,
Bachmayerella tenuis,92,
Cibicides yaqatensis,92,
"Cricetus cricetus (Linnaeus, 1758)",92,
Eoglobigerina trivialis,92,
Globigerina eggeri eggeri,92,
Globigerina pseudofoliata,92,
Globorotalia fohsi fohsi,92,
Pseudoemiliania lacunosa,92,
Themisto,92,0
**non-current code** Order Teuthoidea - undifferentiated,91,
Anaerovorax,91,
Diomedea (royal albatross) sp.,91,http://www.marinespecies.org/aphia.php?p=taxdetails&id=205273
Globoquadrina galavisi,91,
Haplophragmoides walteri excavatus,91,
Phascolion strombi,91,
"Polychaete tubes - empty [Cleveland list, 2001]",91,
"Rattus esculans brownii (Alston, 1877)",91,
Alcyonaria,90,urn:lsid:itis.gov:itis_tsn:52003
Cyclopoida,90,
Methanothrix,90,
Milionella spp.,90,
Nakamurellaceae,90,
Neogloboquadrina praehumerosa,90,
Ophiacantha antarctica,90,
Orthomorphina glandigena,90,
Paraplagusia unicolor,90,
Pseudoceratina,90,
Pulleniatina sinistralis,90,
Unidentified - 1920,90,urn:lsid:marinespecies.org:taxname:
naupli,90,
Candelariella flava,89,
"Columba palumbus palumbus Linnaeus, 1758",89,
"Cossypha niveicapilla (Lafresnaye, 1838)",89,
Globoquadrina globosa,89,
"Grammomys dolichurus (Smuts, 1832)",89,
Gyroidinoides beisseli,89,
Leptospiraceae,89,
"Martes foina (Erxleben, 1777)",89,
Neogloboquadrina pachyderma dextralis and dutertre,89,
Nereiphylla nana,89,
Oncaea venusta medium no hump,89,http://www.marinespecies.org/aphia.php?p=taxdetails&id=128954
Pseudoleptocuma minor,89,
"Streptopelia turtur turtur (Linnaeus, 1758)",89,
"Turdus torquatus torquatus Linnaeus, 1758",89,
Turris hastula,89,
Aglaophamus inermis,88,
Astrononion guadalupae,88,
Bolocera longicornis,88,
Bryozoan 2,88,
Carduelis chloris,88,
Crocidura flavescens kivu Osgood,88,
Hanzawaia illingi,88,
"Mabuya varia varia (Peters, 1867)",88,
Menardella menardii sinistralis,88,
Order mysidacea,88,
Paradoxornis fulvifrons,88,
"Regulus ignicapilla ignicapilla (Temminck, 1820)",88,
"Sylvia melanocephala melanocephala  (Gmelin, JF, 1789)",88,
"Turdus iliacus iliacus Linnaeus, 1766",88,
Amphora ovalis,87,
"Bryozoan 3 [Cleveland list, 2002]",87,
Chaetoceros didymus,87,
Dardanus imbricata,87,
"Dendrohyrax arboreus adolfi-friederici (Brauer, 1913)",87,
Globoquadrina tapuriensis,87,
Globorotalia praemenardi praemenardi,87,
Goniaulax polygramma,87,
Heterohelix complanata,87,
"Hipposideros caffer (Sundevall, 1846)",87,
Melomys arcium,87,
Microcalanus spp,87,
Paramaretia_peloria,87,
Phylum%20chaetognatha,87,
Pleurostomella subcylindrica,87,
Pseudopyrgo lagoei,87,
Spatangus_multispinus,87,
Stilostomella pomuligera,87,
"Sylvia curruca curruca  (Linnaeus, 1758)",87,
Acanthometron pellucidum,86,
Bolivinopsis praelonga,86,
"Cercopithecus mitis stuhlmanni Matschie, 1893",86,
Chaoborus flavicans,86,
Cibicides grossus,86,
Cycloleberis christei,86,
Erronea felina,86,
"Gerbillus tarabuli Thomas, 1902",86,
Globigerina bulloides riveroae,86,
Globorotalia fohsi lobata,86,
Globorotalia sphericonomiozea,86,
Libinia inosa,86,
Lucicutia tranteri,86,
Pardosa algens,86,
"Platysteira cyanea nyansae Neumann, 1905",86,
Radiolaria,86,
Solenina radiata,86,
Sphaeroidinellopsis seminulina kochi,86,
Tripos (Ceratium) candelabrus,86,http://www.marinespecies.org/aphia.php?p=taxdetails&id=841193
Turbo (Marmarostoma) perspeciosus,86,
Curimatella immaculata,85,
Globorotalia menardii dextralis,85,
Islandiella cushmani,85,
Leodamas ohlini,85,
Liljeborgia,85,
Neogloboquadrina mayeri,85,
Obelia sp.,85,
Operculodinium israelianum long,85,
Paragloborotalia opima nana,85,
Pyrgulopsis lustrica,85,
Terebellidae (Amaeana spp.?),85,
Bolivinellina humilis,84,
Caprellidae spec,84,
Chaeotgnaths,84,
Cladopelma viridulum,84,
Crassinella mactracea,84,
Diacyclops languidoides-group,84,
"Dicotylichthys myersi (unverified) [Soviet Fishery Data, 1998]",84,
Globorotalia menardii menardii sinistralis,84,
Gonodactylus incipiens,84,
"Lemniscomys striatus massaicus (Pagenstecher, 1885)",84,
"Myrmecocichla nigra (Vieillot, 1818)",84,
Paguroidae: Paguridae,84,
