scientificName,records,scientificNameID
Telestinae,13,
Tepidimonas,13,
Tethyiidae,13,
Thelebolus microsporus,13,
Tomopaguroides valdiviae,13,
Tripos hexacantus,13,
"Trochocercus nitens nitens Cassin, 1859",13,
Tucetona petunculus,13,
Turborotalia cerroazulensis frontosa,13,
"Turdus migratorius migratorius  Linnaeus, 1766",13,
Typha domingensis,13,
Tyrannus melancholicus,13,
Umbilicaria thamnodes,13,
"Uraeginthus angolensis angolensis  (Linnaeus, 1758)",13,
"Urogale everetti (Thomas, 1892)",13,
Uvigerina vaderescens,13,
Valvulina spinosa,13,
Vimba persa,13,
Vireo griseus,13,178991
Vivabdella arcana,13,
Zeaglobigerina microstoma,13,
"Zonocypris glabra Klie, 1944",13,
Zonotrichia leucophrys,13,179455
cf. Filitanais sp.,13,
**non-current code** Bembras sp. a,12,
**non-current code** Chascanopsetta sp.,12,
**non-current code** Derichthyidae sp. a,12,
**non-current code** Lutjanoid sp. A,12,
221782.0,12,
Abra spec,12,
"Acrocephalus gracilirostris leptorhynchus (Reichenow, 1879)",12,
"Alcedo quadribrachys guentheri Sharpe, 1892",12,
"Alcyonarian 8 (Neptheidae) [Cleveland list, 2001]",12,
Ampelisca spec,12,
Amphorellopsis acantharus,12,
Anticleina biora,12,
Apolectus niger,12,
Araphura brevimanus,12,
Ascidiacea spec,12,
"Ascidian ""Mud colony"" [Cleveland list, 2002]",12,
Ascocotyle ampullacea,12,
Ascocotyle angrense (complex),12,
Ascocotyle sesquiordoi,12,
Astacolus cephalotes,12,
Axoclella nidificata,12,
Balanus cariosus,12,
Benthomangelia biconica,12,
Bivibranchia protractila,12,
Brachionus falcatus,12,
"Bradypterus baboecala centralis Neumann, 1908",12,
Bryconops melanurus melanurus,12,
Buteo brachyurus,12,
"Buteo rufinus rufinus (Cretzschmar, 1827)",12,
Calcareous alga,12,
Calcicarpinum tetramurus,12,
Calliurichthys calanroponus richardson,12,
"Campanularia sargassicola (Nutting, 1915)",12,
Cancellarid sp,12,
Candelariella aurella,12,
Carassobarbus kosswigi,12,
Cassiculosphaeridia pygmaeus,12,
Catharus fuscescens,12,
Caulastraea tumida gracilis,12,
"Cephalophus nigrifons Gray, 1871",12,
Ceratium hexacanthum forma contortum,12,
Ceratium jusus,12,
Cercarioides cochleariformis,12,
Cerodinium depressum,12,
Chaetoceros neglectum,12,http://www.marinespecies.org/aphia.php?p=taxdetails&id=341479
Champia parvula var. prostata,12,
"Charadrius tricollaris tricollaris Vieillot, 1818",12,
Chilostoma alpina (Faure-Biquet),12,
"Chilostoma preslii nisoria E.A. Rossmässler, 1836",12,
Chiridiella subgracilis,12,
Chlamys livida,12,
Chlamys sp juv,12,
Chondestes grammacus,12,
Chordeiles acutipennis,12,
Cibicidoides howelli,12,
Cibicidoides parki,12,
"Cinclodes nigrofumosus (d'Orbigny & Lafresnaye, 1838)",12,
"Cinnyris coccinigastrus (Latham, 1801)",12,
"Cisticola ayresii ayresii Hartlaub, 1863",12,
"Cisticola marginatus suahelicus  Neumann, 1905",12,
Cladococcus stalactites,12,
Clinotanypus pinguis,12,
"Clytospiza monteiri (Hartlaub, 1860)",12,
Coccospheres,12,
Cometodinium spp.,12,
Conchoecia glandulosa,12,
"Coracina azurea (Cassin, 1851)",12,
"Corythaixoides personatus leopoldi (Shelley, 1881)",12,
Cribronodosaria equisetiformis,12,
"Crocidura flavescens (Geoffroy, 1827)",12,
"Crotophaga ani Linnaeus, 1758",12,
Crustacea spec,12,
Cryptochironomus fulvus,12,
"Cryptospiza jacksoni Sharpe, 1902",12,
Cyclaspis longicauda,12,
Cyclochlamys gaussianus,12,
Cyclopecten fenestratus,12,
Cyphon variabilis,12,
"Darwinula incae (Delachaux, 1928)",12,
Demospongia,12,
"Dendropicos namaquus namaquus (Lichtenstein, 1793)",12,
Diastopora cristata,12,
Dicarinella algeriana,12,
Dictyocysta verticosa,12,
Diio,12,
"Dinopium javanense javanense (Ljungh, 1797)",12,
Doclea rhomboidalis,12,
Dolium sulcosum,12,
"Dryoscopus angolensis nandensis Sharpe, 1900",12,
Echiurus alaskensis,12,
Edwardsia spp,12,
"Elminia albicauda albicauda Bocage, 1877",12,
"Emoia kordoana (Meyer, 1874)",12,
Empidonax minimus,12,
"Enteromius taeniopleura  (Boulenger, 1917)",12,
Eochionelasmus ohtai ohtai,12,
"Epomophorus Bennett, 1836",12,
"Eptesicus tenuipinnis (Peters, 1872)",12,
Ericthonius rubricornis,12,
Erpobdella lahontana,12,
Erythroclonium elongatum,12,
Esox americanus americanus,12,
Ethminolia sod,12,
Ethmorhabdus hauterivianus,12,
Euciroa trapeze,12,
Euphrosine juv,12,
Exogone parahomosetosa mediterranea,12,
"Falco sparverius sparverius Linnaeus, 1758",12,
"Felis silvestris rubida Schwann, 1904",12,
Filamentous algae (branching),12,
Fissurina arctica,12,
Flabellum anderssoni,12,
Floridocuma selvakumarani,12,
Florilus boueanus,12,
Gadus,12,
"Galago senegalensis moholi Smith, 1936",12,
Gammaropsis ociosa,12,
Geopelia humeralis,12,
Geotrygon chrysia,12,
Gigartina fastigiata,12,
"Glareola pratincola fuelleborni Neumann, 1910",12,
"Glaucidium perlatum (Vieillot, 1817)",12,
Globanomalina polycamera,12,
Globigerina minima,12,
Globigerinatheka beckmanni,12,
Globigerinella praecalida,12,
Globorotalia gracilis,12,
Globorotalia menardii cultrata dextralis,12,
Globorotalia plesiotumida dextralis,12,
Globotruncanita subspinosa,12,
Gobiesox nudus,12,
"Gomphocythere emrysi Martens, 2002",12,
"Gomphocythere ortali Martens, 1993",12,
Gongylodinium sp.,12,
Goniadinae,12,
Goniaulax kotoidii,12,
Goniocidaris_sibogae,12,
Goniostoma auriscalpium,12,
Grantarhabdus meddii,12,
"Graphiurus hueti Rochebrune, 1883",12,
Gromiids,12,
Gymnothorax undulatus undulatus,12,
Gyroidinoides diversus,12,
"Halcyon chelicuti eremogiton Hartert, 1921",12,
Halidrys,12,
"Helicella ericetorum (O.F. Müller, 1774)",12,
"Heliosciurus rufobrachium maculatus (Temminck, 1853)",12,
Hemigrammopetersius barnardi,12,
"Hipposideros cervinus (Gould, 1863)",12,
Histrio histrio,12,
"Holochilus chacarius Thomas, 1906",12,
Homers lichenoides,12,
Hongiella,12,
"Hylomyscus stella (Thomas, 1911)",12,
Hymedesmia similima antarctica,12,
"Hyperolius platyceps major Laurent, 1957",12,
Hyroides crucigerus,12,
Hystrichodinium isodiametricum,12,
"Hystrix africaeaustralis Peters, 1852",12,
Infraorder Achelata,12,http://www.marinespecies.org/aphia.php?p=taxdetails&id=383017
Infraorder Achelata - undifferentiated,12,
Jenkinsella bella,12,
Jenningsia fusiforme,12,
Karrerulina conformis,12,
"Kinixys belliana belliana Gray, 1831",12,
Labyrinthodinium cf. truncatum,12,
Labyrinthodinium truncatum modicum,12,
"Lagonosticta senegala senegala (Linnaeus, 1766)",12,
Lamrocyclas maritalis,12,
"Lanius collaris smithii (Fraser, 1843)",12,
Lepidotrachelophyllum,12,NA
Letrarooge leucogaster,12,
Leucon (Crymoleucon) rossi,12,
Leucothoe richiardii,12,
Limnocythere mowbrayensis,12,
Linga sombrerensis,12,
"Liolaemus chiliensis (Lesson, 1831)",12,
Lithomitra infundibulum,12,
Lumbrinereid sp. A,12,
Lyperosomum oswaldoi,12,
Macoma lilium,12,
Madrepora eumadrepora laxa fissilabia,12,
Madrepora lepidocyathus hebes,12,
Malacoraja garmani garmani ?,12,
Manumiella seelandica,12,
"Mecynocypria opaca (Sars, 1910)",12,
Megatropicalema madreporarum,12,
Melanerpes aurifrons,12,
Menardella praemenardii,12,
"Merops bullockoides Smith, 1834",12,
"Merops hirundineus hirundineus Lichtenstein, 1793",12,
"Merops nubicoides Des Murs & Pucheran, 1846",12,
Microdinium spp.,12,
Microparyphium facetum,12,
Microtendipes pedellus -agg.,12,
Miliammellis legis,12,
Miliolina chuckchiensis,12,
Moenkhausia colletti,12,
Mogibacterium,12,
Mollusc veliger,12,http://www.marinespecies.org/aphia.php?p=taxdetails&id=51
"Molossops temminckii (Burmeister, 1854)",12,
Molothrus aeneus,12,
Monomyces rubrum latum,12,
Monosyringa longispinum,12,
"Mungos mungo gothneh (Heuglin & Fitzinger, 1866)",12,
Mursia australensis,12,
"Muscicapa cassini   Heine, 1859",12,
Myiarchus tyrannulus,12,
Myiozetetes similis,12,
"Nassarius costulatus Renier, 1804",12,
Nasutitermes matangensis matangensiformis,12,
"Natrix natrix persa (Pallas, 1814)",12,
Navicula oceanica,12,http://www.algaebase.org/search/species/detail/?species_id=h27f6da4e9e864718
"Nectarinia famosa famosa (Linnaeus, 1766)",12,
Nectocarcinus integrifons,12,
"Neritina communis (Quoy & Gaimard, 1832)",12,
"Newnhamia dumonti Martens & George, 2003",12,
Notocirrus australis,12,
Nuculanoida,12,
"Numenius phaeopus variegatus (Scopoli, 1786)",12,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176603#null|https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=76BEB095EE9D7730
"Numida meleagris marungensis Schalow, 1884",12,
"Nycteris thebaica Geoffroy Saint-Hilaire, 1818",12,
Nyctidromus albicollis,12,
Ocenebra inornatus,12,
"Oenanthe deserti homochroa  (Tristram, 1859)",12,
Ophiolebella biscutifer,12,
Ophlurotepis brevirima,12,
Orchomene pacificus,12,
Orchomene pinquis,12,
Order euphausiacea,12,
"Oswaldaria conferta (Allman, 1877)",12,
"Otolemur crassicaudatus (Geoffroy, 1812)",12,
Paphia sulfurea,12,
Parakiefferiella,12,
Paratendipes,12,
"Passer griseus griseus (Vieillot, 1817)",12,
Passerina caerulea,12,
"Pelomys fallax concolor Heller, 1912",12,
Perinereis nuntia var. typica,12,
"Perisoreus canadensis canadensis (Linnaeus, 1766)",12,
Phagicola mollienesicola,12,
Phaxus pellucidus,12,
Philine spec,12,
"Phrygilus atriceps (d'Orbigny & Lafresnaye, 1837)",12,
"Phyllastrephus flavostriatus olivaceogriseus Reichenow, 1908",12,
Phyllidia varicosa quadrilineata,12,
Pilumnopeus indica,12,
Pirumella krasheninnikovii,12,
Planulina ammophila,12,
Pleurotomella leptoconcha,12,
"Ploceus taeniopterus  Reichenbach, 1863",12,
"Podiceps grisegena grisegena (Boddaert, 1783)",12,
Podon leukarti,12,
"Poelagus marjorita (St Leger, 1929)",12,
"Pogoniulus chrysoconus extoni (Layard, 1871)",12,
Polycistina sp.,12,
Polysiphonia hendryi var. hendryi,12,
Porifera spiculae,12,
Porphyrio flavirostris,12,
"Potamogale velox (du Chaillu, 1860)",12,
Praeglobobulimina agginis,12,
Prealticus caesius,12,
"Priacanthus tum (unverified) [Soviet Fishery Data, 1998]",12,
"Prinia subflava subflava (J.F. Gmelin, 1789)",12,
Protocaecum coronarium,12,
Protoperidinium deflexum,12,
Protoperidinium minimum,12,
"Psalidoprocne pristoptera reichenowi Neumann, 1904",12,
Pseudoguembelina carseyae,12,
Pseudoguembelina elegans,12,
Pseudostomate rubra,12,
Pseudotanais scapellum,12,
Pterodinium premnos,12,
Pterodroma (Cookilaria) sp.,12,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D3DF0F87AAB8C855
"Ptyonoprogne rupestris rupestris (Scopoli, 1769)",12,
Puntius binotatus,12,
Pygidiopsis pindoramensis,12,
Pyrgophorus crystallina,12,
Pyrocystis biconica,12,
Pyrocystis steinii,12,
"Pyrrhocorax graculus (Linnaeus, 1766)",12,
"Pytilia afra (Gmelin, 1789)",12,
REMORA LINEATUS,12,
"Rana upembae Schmidt & Inger, 1959",12,
Reophax mortensis,12,
Rhagidia gerlachei,12,http://gni.globalnames.org/?search_term=id:6781721
Rhamphobrachium brevibrachiatum,12,
Rheocricotopus,12,urn:lsid:itis.gov: itis_tsn:129086
Rheotanytarsus,12,urn:lsid:itis.gov: itis_tsn:129952
Ritteriella hexagona,12,
"Ruwenzorornis johnstoni kivuensis Neumann, 1908",12,
SOLENACEA spp juv indet,12,
Sagartiogeton actinothoë undatus,12,
Saracenaria crassicosta,12,
"Saxicola rubicola (Linnaeus, 1766)",12,
Schizotheca,12,
Scriniodinium ceratophorum,12,
Selenopemphix armata,12,
Semelangulus tokubei,12,
Silpha atrata,12,
Sirocoleum kurzi,12,
"Smithornis capensis capensis (Smith, 1839)",12,
"Sphenomorphus Fitzinger, 1843",12,
Spikey balls,12,
Spiniferites ramosus gracilis,12,
Spiniferites twistringiensis,12,
Spio symphyta Formerly S filicornis,12,
Spio unidentifiable,12,
Spizella pallida,12,
Stenocionops furcatus ssp. coelatus,12,
Stolus molpadioides,12,
"Streptopelia senegalensis phoenicophila Hartert, 1916",12,
Striped Hermit Crab,12,
"Sturnira lilium (Geoffroy, 1810)",12,
"Sturnus roseus (Linnaeus, 1758)",12,
Subbotina reissi,12,
Swartzitrema seamsteri,12,
Synagrops japonicus,12,
Systematophora fasciculigera,12,
Tachycineta cyaneoviridis,12,
Tanytarsus lugens -agg.,12,
"Tatera Lataste, 1882",12,
"Terpsiphone viridis suahelica  Reichenow, 1898",12,
"Thelotornis capensis oatesi (Günther, 1881)",12,
"Thermobathynella adami Capart, 1951",12,
Thyasira bongraini,12,
Trichocoleus sancte-crucis,12,
Trifarina danvillensis,12,
Triquetrorhabdulus rioensis,12,
Typhlopidae Merrem,12,
"Tyto alba guttata (Brehm, 1831)",12,
Uca annulipes subsp. iranica,12,
Uca triangularis,12,
Unicola irrorata,12,
Unid whale/dolphin,12,
Unidentified invertebrates,12,0
Unionicola laurentia,12,
Uroteuthis chinensis complex,12,
"Vanellus lugubris (Lesson, 1826)",12,
Ventricolaria isocardia,12,
Vibrio (splendidus),12,
"Vidua chalybeata ultramarina (J.F. Gmelin, 1789)",12,
"Vidua obtusa (Chapin, 1922)",12,
Wader sp.,12,
Yayoiacmea roseoradiata,12,
Zebrias craticulus,12,
Zenaida aurita,12,
"Zosterops senegalensis quanzae Meyer de Schauensee, 1932",12,
**non-current code** Nansenia sp.,11,
**non-current code** Peristedon sp. e,11,
**non-current code** Sebastoides sp.,11,
Acarinina libyaensis,11,
Acarinina mattseensis wartsteinensis,11,
Achilleodinium biformoides,11,
Acidocella,11,
Actinocyclus,11,
"Aegithalos caudatus caudatus (Linnaeus, 1758)",11,
Aequidens pulcher,11,
Agrostis stolonifera var. marina,11,
Ammoelphidiella uniforamina,11,
Amphioplus dyscoitus,11,
Amphitherapon caudavittatus,11,
Anobium punctatum,11,
Anomalinoides cicatricosus,11,
Anomalinoides helicinus,11,
"Anthreptes longuemarei angolensis Neumann, 1906",11,
Anthus rubescens,11,554127
Antropora minus (Hincks),11,
"Apalis rufogularis nigriscens (Jackson, 1906)",11,
Aphyocypris kikuchii,11,
Apicularia rudis,11,
"Aquilomastra cephus (Muller and Treschel, 1842)",11,
Aspidodiadema_tonsum,11,
Asteroida,11,0
"Atilax paludinosus macrodon Allen, 1924",11,
"Balanus amphitrite var. pallidus Darwin, 1854",11,
Bolivinellina rankini,11,
Bolivinellina seminuda,11,
"Bostrychia hagedash nilotica Neumann, 1909",11,
"Bothrophthalmus lineatus lineatus Peters, 1863",11,
"Brittle star 10 [Cleveland list, 2002]",11,
"Bronchocela cristatella Kuhl, 1829",11,
"Bryozoan 11 [Cleveland list, 2002]",11,
"Bryozoan 20 [Cleveland list, 2002]",11,
Buccella frigida forma granulosa,11,
Buellia illaetabilis,11,
"Burhinus oedicnemus oedicnemus (Linnaeus, 1758)",11,
CONICA,11,
"Calabaria reinhardtii (Schlegel, 1851)",11,
"Calidris alpina schinzii (Brehm, 1922)",11,
Callianassa setimanus,11,
Calliostoma wiseri,11,
"Camaroptera brachyura beirensis   Roberts, 1932",11,
Campylaspis costata costata,11,
Cannosphaeropsis utinensis,11,
Cantharus carinifera,11,
"Carduelis atrata d'Orbigny & Lafresnaye, 1837",11,
Carpopeltis elata,11,
Cassidulinoides parkerae,11,
Caudammina gigantea,11,
Caulastrea portoricensis,11,
"Cecropis daurica emini (Reichenow, 1892)",11,
Centropages orsini,11,
Ceratostoma erinaceum,11,
"Cercotrichas podobe podobe  (Statius Müller, 1776)",11,
Cercyon marinus,11,
Cerebrocysta poulsenii,11,
Cerion melanostomum,11,
Cerion stevensoni,11,
Chama lazarus,11,208500
Chaoborus sp.,11,
Chiloguembelina martini,11,
Chione ovata,11,
Chiropteridium lobospinosum,11,
Chlamys swifti,11,
Cibicides matanzaensis,11,
Cibicidoides renzi,11,
"Cisticola brachypterus ankole Lynes, 1930",11,
Clelandella millegrana,11,
Clypeaster_australasiae,11,
Clypeolum latissima,11,
"Cnemaspis quattuorseriata (Sternfeld, 1912)",11,
Comuspira antarctica,11,
Conchoecia fowleri form a,11,
Conchoecia reticulata,11,
Conchoecia skogsbergi,11,
Conus tessellatus,11,
"Coracias spatulatus Trimen, 1880",11,
"Cordylus tropidosternum (Cope, 1869)",11,
Corophium sinenese,11,
Coscinodiscus excentricus,11,
Crangon juv,11,
Crassatina natalensis,11,
Cribroperidinium muderongensis,11,
Cryptotendipes,11,
Cyanophyta,11,urn:lsid:itis.gov:itis_tsn:180726
Cyclopoid nauplii,11,
Cyclosunetta menstrualis,11,
Cylichnina subcylindrica,11,
Cynoglossidae,11,
Cythara rugulosa,11,
Dapsilidinium simplex,11,
Dapsilidinium sp.,11,
"Darwinula aotearoa Rossetti, Eagar & Martens, 1998",11,
"Dasypeltis fasciata Smith, 1849",11,
Deflandrea asymmetrica,11,
Dendostraea folium,11,
"Dendroaspis jamesoni kaimosae Loveridge, 1936",11,
Derris trifoliata,11,
Deuterotrochammina D. grahami,11,
Dictyospaeria cavernosa,11,
Diopatra sngokai,11,
Diplocephalus barbiger,11,
Disporella magnifica,11,
Dissothigma,11,NA
Distephanus speculum var. poly,11,
Eatonicysta ursulae,11,
Elasmopus hyperopia,11,
Elasmopus otus,11,
Ellipsoidella robusta,11,
"Elminia albonotata albonotata (Sharpe, 1891)",11,
"Elminia nigromitrata (Reichenow, 1874)",11,
Emberiza calandra Linnaeus 1758,11,
Embryophyta,11,
Entomoneis kjelmanii subtilis,11,0
Epistominella obtusa,11,
Erksonea,11,
"Estrilda quartinia kilimensis (Sharpe, 1890)",11,
Euchateomera typica,11,
Eudontomyzon hellenicus,11,
"Fasciculipora ramosa d'Orbigny, 1842",11,174001
Fibularia_plateia,11,
"Ficedula albicollis (Temminck, 1815)",11,
Fistularia sp,11,
Flemellia zetlandica,11,
Florentinia resex,11,
"Fringilla coelebs moreletti Pucheran, 1859",11,
Fromea helicoidea,11,
Fusinus rostratus pulchellus,11,
"Galagoides demidoff phasma Cabrera & Ruxton, 1926",11,
Galaxias punctifer,11,
Gibberula subbulbosa,11,
Gigantocypris mulleri,11,http://www.marinespecies.org/aphia.php?p=taxdetails&id=127715
Glaniopsis hanitschui,11,
Globigerina mederanea,11,
Globigerina ouachitaensis ouachitaensis,11,
Globigerinatheka index barri,11,
Globigerinatheka subconglobata curryi,11,
Globigerinatheka subconglobata euganea,11,
Globorotalia hirsuta hirsuta,11,
Globorotaloides hexagonus hexagonus,11,
Gobiosoma,11,
"Gomphocythere alata Remacle Rome, 1962",11,
Gourmya rupestris,11,
"Gymnobucco bonapartei bonapartei Hartlaub, 1854",11,
Halisarca magellenica,11,
Haplophragmium euides,11,
Haustator cingulifera,11,
"Hemirhagerrhis nototaenia nototaeniata (Gunther, 1864)",11,
Heterorhabdus spp.,11,http://www.marinespecies.org/aphia.php?p=taxdetails&id=104178
Hippa cubensis,11,
Hippomedon holbolli,11,
"Hipposideros abae Allen, 1917",11,
Histocidaris_elegans,11,
Holopneustes_porosissimus,11,
Hyatella cavernosa,11,
Hydrachnidae,11,
Hydroclathrus clatrathus,11,
Hyperammina subdiscreta,11,
Hypotricha,11,
Hystricaris spinulatus,11,
"Idotea marina (Linnaeus, 1761)",11,
Iloricata,11,0
Kaiyabdella dawbini,11,
Kleinella bulinea,11,
Kobus ellipsiprymnus schubotzi Schwarz,11,
"Korannacythere hamerae Martens, 1997",11,
Kryptopterus apogon,11,
"Lamprolepis smaragdina smaragdina (Lesson, 1830)",11,
Lasiancistrus brevispinis,11,
Leiostraca bilineata,11,
Lejeunecysta spatiosa,11,
"Lepidochitona thomasi (Pilsbry, 1898)",11,
Leptasterias groenlandica groenlandica,11,
"Leptasthenura aegithaloides aegithaloides (Kittlitz, 1830)",11,
Leptognathia sp 1,11,
Leucettusa lancifer,11,
Leujeunocysta sabrina,11,
Limatula subauriculata,11,
"Limnocythere coelebs Klie, 1944",11,
Lionucula tenuis,11,
Lithanophora,11,
Lithophyllum kotschyanum,11,
Lophopanopeus bellus diegensis,11,
"Loxia leucoptera bifasciata (C.L.Brehm, 1829)",11,
"Luscinia megarhynchos   Brehm, CL, 1831",11,
Macroura sp.2,11,
Madrepora eumadrepora multiformis,11,
Madrepora eumadrepora muricata palmata,11,
Madrepora isopora cuneata,11,
Madrepora polystachys cerealis,11,
Mamilloretusa mamillata,11,
Martinottiella hosoyaensis,11,
"Megalixalus orophilus Laurent, 1947",11,
Merelina pagodula,11,
"Merops philippinus Linnaeus, 1766",11,
"Mesocyprideis nitida Wouters, 1999",11,
Microio minuta,11,
"Micronisus gabar niger (Vieillot, 1823)",11,
"Mimus thenca   (Molina, 1782)",11,
Moerella pusilla,11,
Monochirus atlanticus,11,
Muderongia mcwhaei,11,
"Mus triton (Thomas, 1909)",11,
"Muscicapa striata tyrrhenica  Schiebel, 1910",11,
Musculus juv,11,
Navicula cryptocephala,11,
Navicula transitans var. deresa f. delicatula,11,
Nemacheilus bampurensis,11,
Nematosphaeropsis downiei,11,
"Neocossyphus rufus gabunensis Neumann, 1908",11,
"Nigrita bicolor saturatior Reichenow, 1902",11,
Nitzschia acicularis v. closteroides,11,
Nonion auriculata,11,
Notolimea crassa sarsi,11,
"Nucifraga caryocatactes caryocatactes (Linnaeus, 1758)",11,
"Oenanthe hispanica hispanica (Linnaeus, 1758)",11,
Olophrum sp.,11,
Onoba (Ovirissoa) perpolita,11,
Operculodinium piaseckii,11,
Oratosquilla calumnia,11,
Oscillatoria cf. salina,11,
Oxyeleotris fimbriatus,11,
Oxytosum spp.,11,
Pachycleithonia mutabilis (Canu & Bassler 1929),11,
Palambages spp.,11,
Palliolum similis,11,
"Papio hamadryas (Linnaeus, 1758)",11,
Paracalliactis involvans,11,
"Parus griseiventris griseiventris Reichenow, 1882",11,
Parvamussium jeffreysi,11,
Pecten sericea sericea,11,
Peronella_peronii,11,
Petalomonas minor,11,
Petrasma occidentalis,11,
Phaenopsectra,11,
Phaeophyscia endococcina,11,
"Phoenicurus erythronotus (Eversmann, 1841)",11,
"Phylloscopus bonelli bonelli (Vieillot, 1819)",11,
Platycistidia eisenackii,11,
Plesiopenaeus africana,11,
"Ploceus melanocephalus melanocephalus (Linnaeus, 1758)",11,
Ploeotia oblonga,11,
Ploeotia pseudoanisonema,11,
Pluteus,11,
"Polyboroides typus typus Smith, 1829",11,
Polydora spp indet,11,
Polystira barretti,11,http://www.eol.org/pages/4840345/overview
Porcellana,11,
Porites lobata centralis,11,
Portlandia inconspicua,11,
"Potamocypris narayanani George & Martens, 2002",11,
Praeorbulina naguewicheinsis barbadoensis,11,
"Praomys jacksoni jackosoni (De Winton, 1897)",11,
"Praomys tullbergi rostratus (Miller Jr., 1900)",11,
Prinospio pinnata,11,
Pristobrycon eigenmanni,11,
Procladius choreus,11,
Prolioxosphaeridium parvispinium,11,
Propilidium ancycloide,11,
Protoperidinium spinulosum,11,NA
Psammocola costulata,11,
"Psammophis angolensis (Bocage, 1872)",11,
Pseudoplumarella australis,11,
Ptilosarcus verrilli,11,
Putilla limpida,11,
Pylolena ornata,11,
Rachotropsis sp.,11,
Raphidophyte,11,
"Rattus nitidus (Hodgson, 1845)",11,
"Redunca redunca wardi (Thomas, 1900)",11,
"Regulus regulus inermis Murphy & Chapin, 1929",11,
"Reliquiaecava robillardi (Lienard, 1870)",11,
"Remiz pendulinus pendulinus (Linnaeus, 1758)",11,
Rhynchobodo simius,11,
"Rhynchocyon cirnei stuhlmanni Matschie, 1893",11,
Rissostomia lineolata,11,
Robertinoides subzylindrica,11,
"Rousettus angolensis smithi Thomas, 1908",11,
Sapphirina nigromaculata scarlata,11,
"Sarkidiornis melanotos (Pennant, 1769)",11,
Schackionella globosa,11,
Seal-oil,11,
Semper,11,
Setia semistriata,11,
Solen marginatus,11,
Sphenolithus conicus,11,
Sphenotrochus sphenotrochus imbricaticostatus,11,
Spinidinium densispinatum,11,
Spinidinium pilatum,11,
Spinulosa,11,
Spio juv,11,
Spiralaria gregaria (Heller 1869),11,
Sponge sp 1,11,
"Stiphrornis erythrothorax xanthogaster Sharpe, 1903",11,
Sulcoretusa minima,11,
"Sylvisorex megalura (Jentink, 1888)",11,
Synodus sageneaus,11,
Tapes corrugata,11,
Taranis conatotropis,11,
Tarsiphantes latithorax,11,
Tatlockia,11,
Terebellidae indet dam,11,
Terebratulina latifrons,11,
Tharsiella romettensis,11,
Thracia villosiuscula phaseolina,11,
"Thryonomys swinderianus (Temminck, 1827)",11,
Tintinnopsis glans,11,
Torquigener hicksii,11,
Triloculina variolata,11,
Tripylus_cordatus,11,
Trivia brevissima,11,
Trochus maculatus,11,
"Tropidonophis Jan, 1863",11,
Turbona cimex,11,
Turbona geryonia,11,
Turbona lactea,11,
Turborotalia cerroazulensis cocoaensis,11,
Turborotalia prasaepis,11,
"Turdus olivaceus baraka (Sharpe, 1903)",11,
"Turdus torquatus alpestris (C.L. Brehm, 1831)",11,
Uca longidigita,11,
Umbilicaria decussata,11,
Undinula darwinii typica,11,
Upeneus caudofasciatus,11,
Upeneus spottocaudalis,11,
Vaginulinopsis nudicostata,11,
Vertebrata,11,
Walckenaeria karpinskii,11,
Weinkauffia semistriata,11,
Xenascus plotei,11,
"Xiphorhynchus guttatus guttatoides (Lafresnaye, 1850)",11,
Yoldiella lenticula philippiana,11,
"Zosterops senegalensis reichenowi Dubois, A.J.C., 1891",11,
"Zosterops senegalensis toroensis Reichenow, 1904",11,
**non-current code** Dicrolene sp. A,10,
**non-current code** Margrethia sp.,10,
**non-current code** Neobythites sp. B,10,
**non-current code** Scorpaenidae genusa,10,
**non-current code** Ventrifossa sp. b,10,
?danilia ringes,10,
AMPHITRITE,10,
ASTARTE,10,
Acanthochitona granostriatus,10,
Acanthomysis hispida,10,
Acarinina appressocamerata,10,
Acentria ephemerella,10,
Acropora obscura,10,
"Adepogon raseigasta (unverified) [Soviet Fishery Data, 1998]",10,
"Aegithalos caudatus irbii (Sharpe & Dresser, 1871)",10,
"Aegithalos caudatus rosaceus Mathews, 1938",10,
Aetideus armata,10,
"Agama hispida hispida (Linnaeus, 1758)",10,
Agnetina capitata,10,urn:lsid:itis.gov: itis_tsn:102979
Alestes stuhlmanni,10,
Alterbidinium sp.,10,
"Aluteridae gen. sp. unknown [Soviet Fishery Data, 1998]",10,
Amazonsprattus scintilla,10,
Amblygaster postera,10,
Amphicteis latibranchiata,10,
Amphipode B,10,
Amphiura contricta,10,
Anadara veligers,10,
"Anolis auratus Daudin, 1802",10,
Anomalina illingi,10,
Anomalinoides trinitalensis,10,
Anotylus rugosus,10,
"Anser fabalis fabalis Latham, 1787",10,
Antigona restriculata,10,
"Apalis porphyrolaema affinis Ogilvie-Grant, 1906",10,
Aplisia sp.,10,
"Aplopelia larvata jacksoni (Sharpe, 1904)",10,
Apolemidae D,10,
Apolitonotus,10,NA
Apteronotus rostratus,10,
Areoligera spp.,10,
Armigerus orbiculus,10,
Aseraggodes whitleyi,10,
Asterionellopsis formosa,10,
Astrononion schwageri,10,
Aulicina vespertilio,10,
Balanus poecilotheca,10,
"Bandicota indica (Bechstein, 1800)",10,
Barbus trispilomimus,10,
Batiacasphaera gemmata,10,
